order_id,order_time,product_id,store_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
ORD0000040,2024-08-11 20:52:31,PRD00008,STR009,15.0,3111.94,14.83,Failed,True
ORD0000041,16/02/2024 15:22,PRD00068,STR015,20.0,3820.35,41.31,Failed,0
ORD0000042,2024-06-19 10:42:06,PRD00054,STR017,2.0,476.97,41.13,Paid,1
ORD0000043,2024-03-23 10:26:44,PRD00083,STR010,13.0,2823.99,25.85,Failed,True
ORD0000044,2024-09-10 09:42:25,PRD00051,STR005,1.0,1083.59,44.22,Paid,1
ORD0000045,2024-10-08 01:29:05,PRD00089,STR003,18.0,259.09,24.21,Failed,1
ORD0000046,2024-06,PRD00020,STR015,11.0,3268.89,39.58,Failed,0
ORD0000047,2024-07-25 16:52:00,PRD00071,STR001,10.0,4451.09,43.22,Failed,0
ORD0000048,2024-12-02 17:29:26,PRD00012,STR005,18.0,14.56,35.91,Paid,False
ORD0000049,2024-01-28 06:33:23,PRD00027,STR018,3.0,550.32,7.05,Failed,False
ORD0000050,2024-11-14 15:40:28,PRD00058,STR011,18.0,1665.69,3.21,Failed,No
ORD0000051,01-27-2024 06:17:35,PRD00021,STR004,14.0,1963.61,37.93,Failed,0
ORD0000052,2024-03-08 09:28:56,PRD00015,STR013,16.0,2381.22,14.1,Refunded,0
ORD0000053,2024-12-23 15:07:01,PRD00098,STR005,9.0,3937.54,48.59,Paid,False
ORD0000054,2024-11-18 19:51:15,PRD00034,STR006,13.0,2657.68,12.77,Failed,0
ORD0000055,2024-12-29 05:19:35,PRD00030,STR012,8.0,3457.71,36.44,Failed,1
ORD0000056,2030-04-27 00:00:00,PRD00031,STR019,2.0,3545.32,14.0,Paid,True
ORD0000057,2024-02-28 14:07:41,PRD00008,STR025,2.0,309.47,15.25,Paid,1
ORD0000058,2024-03-19 15:59:45,PRD00083,STR008,28819.0,4390.1,0.25,Failed,False
ORD0000059,2024-05-29 16:45:17,PRD00088,STR021,20.0,-1091.52,8.73,Failed,True
ORD0000060,2024-07-31 15:30:15,PRD00072,STR014,19.0,2624.37,12.4,Failed,False
ORD0000061,21/08/2024 17:09,PRD00004,STR009,17.0,2552.76,22.78,Paid,False
ORD0000062,2024-04-07 19:32:47,PRD00007,STR018,9.0,3198.22,5.18,Failed,False
ORD0000063,2024-03-10 02:17:49,PRD00083,STR018,8.0,3643.98,36.05,Refunded,False
ORD0000064,2024-07-31 10:59:50,PRD00090,STR005,8.0,188.25,45.94,Paid,False
ORD0000065,2024-09-16 08:52:00,PRD00029,STR001,14.0,1283.85,34.11,Refunded,0
ORD0000066,2024-##-01 12:00:00,PRD00062,STR017,4.0,350.01,49.33,Paid,False
ORD0000067,2024-10-27 18:42:31,PRD00006,STR019,4.0,1416.41,43.98,Refunded,1
ORD0000068,2024-03-17 14:34:30,PRD00006,STR025,8.0,0.0,4.03,Refunded,1
ORD0000069,2024-06-25 10:35:48,PRD00029,STR008,15.0,328.73,21.49,Paid,True
ORD0000070,2024-10-05 12:29:59,PRD00098,STR009,3.0,2034.28,22.9,Refunded,0
ORD0000071,19/7/2021,PRD00030,STR018,4.0,4469.19,24.95,Failed,False
ORD0000072,2024-07-29 01:20:47,PRD00020,STR013,17.0,1706.25,26.77,Paid,0
ORD0000073,2024-08-30 22:58:51,PRD00018,STR018,3.0,3438.65,40.43,Failed,1
ORD0000074,2024-07-14 12:42:50,PRD00065,STR023,11.0,4169.85,17.21,Refunded,0
ORD0000075,2024-11-29 04:31:02,PRD00041,STR017,3.0,962.75,7.2,Paid,1
ORD0000076,03-05-2024 16:37:21,PRD00042,STR008,20.0,3175.18,41.61,Paid,False
ORD0000077,2024-02-21 14:06:33,PRD00050,STR020,18.0,524.11,9.05,Paid,1
ORD0000078,2024-08-21 00:46:09,PRD00097,STR002,12.0,2580.11,22.3,Failed,0
ORD0000079,2024-07-28 20:09:04,PRD00082,STR014,9.0,1094.04,47.14,Paid,1
ORD0000080,2024-08-28 08:21:39,PRD00086,STR005,11.0,1558.37,21.39,Refunded,0
ORD0000081,20/12/2024 12:41,PRD00051,STR009,17.0,1605.4,45.97,Paid,1
ORD0000082,2024-06-17 21:54:34,PRD00003,STR013,5.0,2533.37,25.92,Paid,0
ORD0000083,2024-07-13 10:40:45,PRD00066,STR016,19.0,993.45,30.93,Failed,0
ORD0000084,2024-09-06 17:02:39,PRD00098,STR005,10.0,3126.08,29.48,Paid,0
ORD0000085,2024-02-05 07:40:43,PRD00038,STR025,5.0,69.99,27.09,Refunded,True
ORD0000086,2024-05-27 07:47:05,PRD00064,STR017,1.0,4611.65,23.05,Paid,1
ORD0000087,2024-08-10 03:48:40,PRD00004,STR015,7.0,2586.43,23.53,Refunded,False
ORD0000088,2024-12-26 03:28:10,PRD00086,STR020,9.0,1595.63,14.66,Paid,False
ORD0000089,2024-12-21 09:57:01,PRD00092,STR019,1.0,1416.34,16.47,Failed,True
ORD0000090,2024-01-24 10:50:03,PRD00090,STR003,3.0,558.85,12.9,Paid,True
ORD0000091,2024-05-30,PRD00054,STR014,12.0,4205.57,22.6,Failed,True
ORD0000092,2024-03-15 07:33:26,PRD00071,STR001,7.0,2259.51,14.75,Refunded,0
ORD0000093,2024-10-16 21:50:11,PRD00009,STR020,11.0,1318.7,3.46,Refunded,True
ORD0000094,2024-03-28 05:05:39,PRD00006,STR003,8.0,465.14,13.88,Refunded,True
ORD0000095,2024-07-14 19:43:15,PRD00026,STR003,9.0,4636.44,5.78,Refunded,1
ORD0000096,2024-09-11 18:09:14,PRD00076,STR010,14.0,195.64,30.52,Refunded,0
ORD0000097,2024-08-24 20:16:29,PRD00005,STR003,14.0,4444.0,49.76,Failed,1
ORD0000098,2024-05-10 21:00:57,PRD00027,STR007,1.0,3953.65,36.1,Refunded,0
ORD0000099,2024-08-26 09:43:34,PRD00030,STR004,15.0,3288.72,29.06,Paid,0
ORD0000100,2024-03-21 02:28:22,NULL,STR019,11.0,2029.94,34.6,Failed,True
ORD0000101,27/10/2024 09:40,PRD00063,STR025,13.0,3035.48,10.65,Failed,0
ORD0000102,2024-12-19 08:29:54,PRD00001,STR024,19.0,3472.64,49.74,Failed,True
ORD0000103,2024-06-03 06:24:54,PRD00045,STR008,20.0,3232.73,45.85,Paid,True
ORD0000104,2024-09-04 03:15:24,PRD00090,STR012,20.0,1028.99,34.56,Paid,0
ORD0000105,2024-10-19 11:36:18,PRD00011,STR022,9.0,3511.62,48.13,Refunded,True
ORD0000106,22/7/2022,PRD00075,STR025,10.0,2185.3,21.75,Refunded,True
ORD0000107,2024-01-05 18:55:43,INVALID,NULL,19.0,542.45,34.77,Paid,True
ORD0000108,2024-01-26 19:47:31,PRD00066,STR021,9.0,2584.62,16.64,Paid,1
ORD0000109,2024-05-26 07:38:51,PRD00022,STR006,13.0,1952.42,49.55,Refunded,1
ORD0000110,2024-06-29 07:40:12,PRD00051,STR007,14.0,4904.95,49.39,Refunded,1
ORD0000111,2030-12-25 00:00:00,PRD00028,STR023,15.0,2591.62,29.07,Paid,0
ORD0000112,2024-12-03 21:53:08,PRD00020,STR014,5.0,2117.75,12.56,Paid,0
ORD0000113,2024-11-17 03:57:40,PRD00069,STR004,2.0,435.09,44.79,Failed,1
ORD0000114,2024-11-26 01:19:50,PRD00001,STR008,4.0,2860.72,25.8,Paid,1
ORD0000115,2024-08-13 01:37:23,PRD00081,STR007,2.0,4134.74,310.27228167177793,Refunded,True
ORD0000116,2024-03-08 02:58:18,PRD00096,STR016,18.0,1933.05,7.66,Refunded,False
ORD0000117,2024-06-16 23:26:11,PRD00080,STR024,5.0,1787.68,13.94,Paid,1
ORD0000118,2024-04-12 04:50:34,PRD00037,STR014,9.0,3681.86,48.87,,1
ORD0000119,2024-07-06 16:32:58,PRD00035,STR001,1.0,2611.37,14.32,Failed,1
ORD0000120,2024-05-19 05:16:58,PRD00072,STR011,5.0,3323.34,14.73,Failed,False
ORD0000121,03/09/2024 09:47,PRD00048,STR006,18.0,807.56,30.2,Refunded,1
ORD0000122,2024-06-22 03:29:04,PRD00066,STR008,3.0,337.71,21.1,Paid,0
ORD0000123,2024-03-13 07:55:43,PRD00050,STR002,17.0,4350.23,39.42,Refunded,1
ORD0000124,2024-12-11 12:54:51,PRD00021,STR009,5.0,3599.89,17.47,Refunded,0
ORD0000125,2024-10-12 11:05:50,PRD00026,STR011,5.0,4325.54,5.94,Failed,False
ORD0000126,07-21-2024 00:16:34,PRD00097,STR018,8.0,1670.87,44.35,Failed,False
ORD0000127,2024-03-04 14:23:43,PRD00078,STR017,17.0,-4895.41,49.06,,False
ORD0000128,2024-12-10 08:37:24,PRD00033,STR004,15.0,1044.82,20.48,Refunded,0
ORD0000129,2024-11-22 11:06:43,PRD00043,STR013,20.0,956.06,40.17,Paid,1
ORD0000130,2024-04-29 15:01:39,PRD00026,STR011,10.0,1789.12,6.81,Failed,1
ORD0000131,2024-##-01 12:00:00,PRD00042,STR025,1.0,2700.2,6.62,Paid,0
ORD0000132,2024-04-23 20:04:40,PRD00034,STR023,5.0,2944.43,46.08,Paid,1
ORD0000133,2024-08-25 22:19:41,PRD00051,STR001,13.0,2115.69,43.39,Refunded,False
ORD0000134,2024-07-28 03:08:02,PRD00016,STR006,5.0,2204.26,3.11,Paid,False
ORD0000135,2024-01-20 09:31:07,PRD00084,STR012,2.0,758.26,47.09,Failed,1
ORD0000136,2024-02,PRD00037,STR009,17.0,1854.39,23.27,Refunded,False
ORD0000137,2024-03-10 12:29:23,PRD00058,STR025,12.0,1830.08,32.86,Paid,False
ORD0000138,2024-12-09 23:44:34,PRD00004,STR010,17.0,1204.68,16.76,Paid,1
ORD0000139,2024-08-02 18:47:46,PRD00058,STR016,3.0,1244.85,12.62,Paid,False
ORD0000140,2024-03-20 13:41:06,PRD00078,STR005,-19.0,3284.11,1.51,Refunded,True
ORD0000141,07/09/2024 19:26,PRD00084,STR009,9.0,3854.61,15.8,Failed,True
ORD0000142,2024-01-17 22:23:13,PRD00086,STR004,11.0,2550.81,11.6,Refunded,0
ORD0000143,2024-08-15 14:15:54,PRD00066,STR020,5.0,1418.62,18.94,Refunded,True
ORD0000144,2024-07-04 03:43:23,PRD00099,STR004,15.0,1945.6,6.57,Refunded,False
ORD0000145,2024-10-05 20:22:03,PRD00052,STR014,8.0,3300.7,6.53,Failed,False
ORD0000146,2024-07-22 08:12:07,INVALID,STR011,12.0,480.38,31.78,Refunded,1
ORD0000147,2024-08-20 02:42:13,PRD00024,STR021,7.0,4528.05,14.98,Paid,0
ORD0000148,2024-11-24 20:38:01,PRD00015,STR002,14.0,3504.99,12.4,Paid,False
ORD0000149,2024-01-26 10:15:08,PRD00006,STR007,10.0,1682.4,10.66,Paid,1
ORD0000150,2024-10-16 06:04:53,PRD00050,STR023,6.0,226.14,22.0,Refunded,False
ORD0000151,10-10-2024 06:37:13,PRD00014,STR010,8.0,3409.78,33.76,Failed,0
ORD0000152,2024-04-29 10:49:09,PRD00096,STR009,12.0,2701.74,40.42,Cancelled,0
ORD0000153,2024-11-01 00:17:54,PRD00027,STR001,15.0,1345.75,45.68,Paid,True
ORD0000154,2024-03-15 04:34:16,PRD00026,STR019,1.0,2132.36,35.77,Failed,0
ORD0000155,2024-03-30 03:42:55,PRD00098,STR014,1.0,2744.78,45.42,Failed,False
ORD0000156,2024-01-14 04:00:22,PRD00073,STR013,10.0,3027.71,3.37,Paid,True
ORD0000157,2024-05-01 18:20:01,PRD00095,STR003,3.0,1048.01,20.69,Failed,0
ORD0000158,2024-03-30 08:03:08,PRD00096,STR016,6.0,4075.79,32.44,Failed,True
ORD0000159,2024-08-03 16:07:47,PRD00039,STR025,20.0,3884.08,14.21,Failed,0
ORD0000160,2024-02-02 15:28:49,PRD00089,STR024,4.0,42.24,22.83,Failed,True
ORD0000161,04/07/2024 16:37,PRD00087,STR016,18.0,3945.58,43.72,Paid,0
ORD0000162,2024-08-19 16:14:39,PRD00028,STR024,5.0,1711.45,20.92,Paid,1
,2024-01-23 23:50:58,PRD00076,STR003,18.0,796.38,43.08,Refunded,False
ORD0000164,2024-12-03 16:19:29,PRD00039,STR025,11.0,4130.4,39.99,Refunded,1
ORD0000165,2024-11-25 00:03:30,PRD00047,STR017,4.0,902.06,5.26,Failed,True
ORD0000166,2030-08-23 00:00:00,PRD00060,STR005,18.0,3772.21,31.28,Refunded,1
ORD0000167,2024-08-15 02:57:05,PRD00007,STR023,4.0,2155.69,10.49,Paid,1
ORD0000168,2024-06-13 19:09:04,PRD00083,STR009,14.0,2805.28,34.93,Failed,False
ORD0000169,2024-03-05 08:39:40,PRD00081,STR020,0.0,3240.27,24.58,Paid,True
ORD0000170,2024-10-26 17:45:20,PRD00030,store1,6.0,1282.68,42.37,Paid,0
ORD0000171,2024-07-14 19:33:18,PRD99999,STR019,11.0,357.47,27.88,Refunded,0
ORD0000172,2024-08-20 16:38:27,PRD00033,STR025,12.0,1861.17,24.41,Refunded,1
ORD0000173,2024-02-20 22:07:54,PRD00028,STR018,19.0,3695.88,37.91,Paid,1
ORD0000174,2024-12-01 20:56:49,PRD00066,STR021,1.0,315.54,2.37,Refunded,False
ORD0000158,2024-10-09 23:55:13,PRD00004,STR002,10.0,1606.48,19.75,Paid,1
ORD0000176,08-08-2024 14:56:14,PRD00040,STR018,13.0,4375.19,3.88,Failed,1
ORD0000177,2024-07-30 10:52:29,PRD00002,STR018,4.0,1859.38,34.85,Refunded,True
ORD0000178,2024-07-23 13:46:06,PRD00028,STR024,2.0,1506.12,14.94,Paid,0
ORD0000179,2024-06-09 13:20:42,PRD00024,STR001,2.0,541.41,31.13,Paid,True
ORD0000180,2024-05-10 11:09:43,PRD00043,STR013,15.0,1200.38,25.53,Failed,True
ORD0000181,30/08/2024 02:05,PRD00027,STR015,20.0,4020.92,25.68,Failed,1
ORD0000182,2024-02-13 02:27:06,PRD00064,STR018,6.0,2340.91,18.84,Refunded,0
ORD0000183,2024-07-09 04:35:03,PRD00093,STR005,8.0,960.31,17.68,Refunded,1
ORD0000184,2024-10-27 17:35:21,PRD00050,STR004,2.0,4577.18,16.31,Paid,False
ORD0000181,2024-12-09 03:26:22,PRD00093,STR009,9.0,2680.5,41.67,Failed,1
ORD0000186,2024-12-06 13:55:58,PRD00042,STR003,14.0,2825.87,4.0,Paid,1
ORD0000187,2024-01-27 09:38:19,PRD00059,STR015,14.0,2364.79,46.5,Failed,0
ORD0000188,2024-06-29 03:36:32,PRD00051,STR009,1.0,4431.15,8.26,Refunded,False
ORD0000189,2024-04-18 04:42:30,PRD00078,STR014,2.0,-4213.43,42.73,Paid,1
ORD0000190,2024-04-24 03:22:54,PRD00097,STR017,3.0,3198.15,34.03,Refunded,0
ORD0000191,2024-10-11 11:07:48,PRD00022,STR004,5.0,3829.97,8.8,Refunded,1
ORD0000192,2024-05-22 18:14:51,PRD00063,STR008,18.0,1126.56,6.98,Failed,0
ORD0000193,2024-08-07 17:49:52,PRD00062,,8.0,4326.5,46.91,Refunded,0
ORD0000194,2024-11-14 19:43:41,PRD00072,STR020,17.0,4224.61,45.74,Failed,0
ORD0000195,2024-10-12 00:38:59,PRD00077,STR006,5.0,4751.15,26.17,Refunded,1
ORD0000196,2024-##-01 12:00:00,PRD00037,STR013,15.0,3968.86,27.01,Failed,True
ORD0000197,2024-04-02 08:44:48,PRD00086,STR021,3.0,2351.02,21.64,Paid,False
ORD0000198,2024-06-07 10:22:00,PRD00032,STR013,1.0,4600.07,2.08,Paid,True
ORD0000199,2024-04-02 04:36:42,PRD00010,STR009,0.0,4751.13,46.27,Refunded,0
ORD0000200,2024-07-24 02:09:47,PRD00079,STR018,6.0,588.61,41.71,Paid,0
ORD0000201,20/11/2024 00:05,PRD00014,STR014,7.0,4395.31,30.67,Paid,No Return
ORD0000202,2024-09-28 06:24:26,PRD00001,STR020,5.0,2511.3,19.51,Refunded,1
ORD0000203,2024-08-20 10:10:23,PRD00004,STR022,19.0,709.64,46.12,Failed,True
ORD0000204,2024-06-08 23:20:49,PRD00080,STR999,14.0,650.08,30.29,Paid,1
ORD0000205,2024-10-17 19:05:56,PRD00007,STR020,3.0,3665.11,38.06,Paid,False
ORD0000206,2024-01-27 04:10:48,PRD00002,STR008,12.0,3265.84,8.78,Paid,0
ORD0000207,2024-11-12 01:43:05,PRD00036,STR023,3.0,4608.49,25.08,Paid,False
ORD0000208,2024-05-19 14:42:27,PRD00001,STR019,5.0,1000.11,7.82,Refunded,0
ORD0000209,2024-09-05 19:28:26,PRD00039,STR013,1.0,3903.36,34.63,Paid,1
ORD0000210,2024-05-19 06:48:32,PRD00057,STR023,9.0,316.78,26.63,Paid,0
ORD0000211,2024-02-28,PRD00049,STR020,18.0,2218.5,14.33,Refunded,1
ORD0000212,2024-05-25 21:43:37,PRD00094,STR018,12.0,423.89,44.17,Failed,1
ORD0000213,2024-09-06 16:42:19,PRD00073,STR015,1.0,375.18,16.42,Paid,1
ORD0000193,2024-01-24 07:25:38,PRD00021,STR999,16.0,4138.13,2.22,Refunded,0
ORD0000215,2024-01-29 00:13:19,PRD00013,STR017,14.0,3584.48,3.96,Paid,False
ORD0000216,2024-04-18 04:48:16,PRD00007,STR013,14.0,1400.5,11.01,Failed,1
ORD0000217,2024-05-28 10:07:00,PRD00048,STR019,11.0,975.38,33.73,Refunded,False
ORD0000218,2024-09-11 23:27:11,PRD00028,STR010,8.0,3378.93,40.72,Refunded,True
ORD0000219,2024-03-07 12:34:45,PRD00083,STR023,9.0,2449.41,27.02,Failed,False
ORD0000174,2024-04-27 16:35:53,PRD00025,STR003,10.0,4443.36,43.35,,False
ORD0000221,08/12/2024 11:04,PRD00055,STR011,13.0,4821.92,23.01,Failed,0
ORD0000222,2024-01-22 13:01:29,PRD00095,STR011,2.0,1750.51,39.63,Failed,1
ORD0000223,2024-02-09 10:36:27,PRD00048,STR019,10.0,3296.65,37.73,Failed,1
ORD0000224,2024-10-20 12:45:40,PRD00010,STR009,6.0,4245.34,8.38,Failed,0
ORD0000225,2024-08-01 09:07:25,PRD00036,STR011,5.0,3461.78,37.29,Failed,1
ORD0000226,01-11-2024 10:10:51,PRD00054,STR022,15.0,2240.71,45.9,Failed,True
ORD0000227,2024-11-12 14:53:44,PRD00084,STR002,14.0,2353.56,10.4,Refunded,True
ORD0000228,2024-07-04 02:27:54,PRD00003,STR004,8.0,3789.38,21.63,Failed,1
ORD0000229,2024-02-24 07:27:37,PRD00039,STR004,10.0,4172.75,19.08,Paid,0
ORD0000230,2024-07-24 16:05:25,PRD00099,STR020,13.0,3920.68,21.82,Failed,0
ORD0000231,2024-06-07 23:21:14,PRD00005,STR005,1.0,4517.42,14.65,Paid,1
ORD0000232,2024-06-19 05:04:32,PRD00016,STR024,4.0,4674.03,39.38,Refunded,False
ORD0000233,2024-11-20 03:33:32,PRD00039,STR020,20.0,3392.5,46.47,Refunded,False
ORD0000234,2024-04-09 11:22:46,PRD00019,STR022,3.0,2917.0,37.45,Failed,False
ORD0000235,2024-11-26 04:15:06,PRD00034,STR006,11.0,2378.94,27.26,Failed,True
ORD0000236,2024-03-15 08:12:11,PRD00059,STR002,8.0,1887.23,100.0203281654779,Refunded,True
ORD0000237,2024-11-04 04:48:48,PRD00027,STR022,1.0,3551.79,47.24,Paid,True
ORD0000238,2024-12-01 02:11:49,PRD00016,STR025,12.0,2178.17,35.12,Paid,0
ORD0000239,2024-11-17 15:29:48,PRD00082,STR016,16.0,3861.68,38.89,Failed,True
ORD0000240,2024-10-15 18:28:43,product123,store1,7.0,2019.15,9.31,Failed,0
ORD0000241,16/10/2024 20:40,PRD00088,STR008,10.0,2281.74,7.2,Failed,0
ORD0000242,2024-06-14 20:20:09,PRD00004,STR023,16.0,1487.02,23.14,Refunded,0
ORD0000243,2024-08-13 02:30:28,PRD00061,STR013,5.0,3040.21,18.94,,True
ORD0000244,2024-11-19 09:50:17,PRD00023,STR023,9.0,3619.91,1.45,Paid,1
ORD0000245,2024-10-29 01:22:32,PRD00002,STR002,8.0,1894.36,12.16,Paid,False
ORD0000246,2/1/2022,PRD00015,STR012,12.0,4274.93,0.31,Refunded,1
ORD0000247,2024-05-26 02:41:55,PRD00012,STR004,-93.0,981.91,49.7,Failed,0
ORD0000248,2024-02-16 19:38:32,PRD00093,STR003,14.0,3897.1,24.16,Failed,0
ORD0000249,2024-07-15 14:37:35,PRD00031,STR016,3.0,90.23,28.05,Failed,0
ORD0000250,2024-01-22 14:58:51,PRD00059,STR003,16.0,3078.82,41.56,Refunded,True
ORD0000251,10-19-2024 20:12:20,PRD00075,STR014,14.0,1839.56,21.88,Refunded,0
ORD0000252,2024-11-05 15:32:09,PRD00089,STR022,18.0,815.77,4.0,Failed,True
ORD0000253,2024-02-01 14:06:51,PRD00072,STR024,6.0,4122.36,37.17,Refunded,False
ORD0000210,2024-06-24 22:05:32,PRD00035,STR002,6.0,1414.93,20.33,Failed,0
ORD0000255,2024-11-26 05:02:15,PRD00035,STR008,11.0,700.66,33.29,Paid,0
ORD0000256,2024-12-28 14:28:33,PRD00003,STR020,4.0,3375.58,11.38,Failed,False
ORD0000257,2024-09-24 19:10:23,PRD00090,STR018,5.0,3413.93,11.09,Failed,0
ORD0000258,2024-07-09 09:24:26,PRD00073,STR025,15.0,1829.0,31.89,Refunded,1
ORD0000259,2024-06-22 21:38:03,PRD00062,STR025,6.0,3903.85,17.35,Failed,False
ORD0000260,2024-11-19 20:21:04,PRD00009,STR018,13.0,3124.47,43.5,Refunded,1
ORD0000261,17/06/2024 03:35,PRD00094,STR013,15.0,4786.37,37.84,Paid,True
ORD0000262,2024-07-16 09:16:46,XXX,STR007,1.0,919.67,47.8,Failed,False
ORD0000263,2024-12-02 19:55:09,PRD00020,STR014,17.0,4190.56,35.21,Paid,False
ORD0000263,2024-06-19 02:37:42,PRD00028,STR011,13.0,2901.48,24.02,Failed,False
ORD0000265,2024-03-13 11:19:41,PRD00009,N/A,14.0,3803.59,17.11,Failed,False
ORD0000266,2024-12-23 21:25:08,PRD00051,STR014,13.0,1226.95,21.26,Failed,True
ORD0000267,2024-10-31 22:05:19,PRD00087,STR023,12.0,3122.6,9.64,Paid,1
ORD0000268,2024-10-13 12:41:50,PRD00049,STR021,13.0,0.0,32.52,Failed,0
ORD0000269,2024-06-17 04:42:44,PRD00004,STR005,5.0,116.04,42.94,Paid,False
ORD0000270,2024-12-16 16:05:41,PRD00005,STR004,5.0,3469.46,128.20824999038615,Refunded,False
ORD0000271,2024-12-09,PRD00064,STR017,9.0,2396.42,22.65,Failed,0
ORD0000272,2024-01-10 11:19:11,PRD00056,STR019,3.0,1223.8,32.22,Paid,False
ORD0000273,2024-04-19 10:49:31,PRD00060,STR009,20.0,5518098.958382755,38.36,Refunded,0
ORD0000274,2024-04-08 07:08:09,PRD00053,STR011,15.0,578.95,2.8,Failed,1
ORD0000275,2024-02-09 09:54:50,PRD00023,STR012,14.0,2469.28,16.53,Failed,0
ORD0000276,02-21-2024 16:49:34,PRD00002,STR020,18.0,3206.29,16.98,Refunded,True
ORD0000277,2024-09-26 01:42:21,PRD00074,STR002,15.0,580.3,17.82,Refunded,1
ORD0000278,2024-11-12 04:38:24,PRD00006,STR013,17.0,4540.29,29.2,Failed,False
ORD0000279,2024-03-19 05:11:53,PRD00085,STR016,-16.0,1650.48,10.92,Failed,False
ORD0000280,2024-12-20 19:51:57,PRD00009,STR001,20.0,3728.66,47.08,Refunded,True
ORD0000281,25/03/2024 23:28,PRD00099,STR002,10.0,489.95,38.8,Refunded,1
ORD0000282,2024-07-29 11:43:46,PRD00036,STR001,16.0,355.52,11.03,Failed,True
ORD0000283,2024-05-01 14:39:18,PRD00091,STR020,15.0,3547.11,31.8,Refunded,1
ORD0000284,2024-08-17 07:34:15,PRD00000,STR021,3.0,4548.56,41.25,Failed,1
  ORD0000285  ,2024-06-07 15:57:53,PRD00093,STR021,6.0,2101.1,8.51,Failed,0
